233,percent,百分率(パーセント)
234,international,国際的な
235,fill,満たす
236,content,満足して
237,condition,状態
238,discuss,話し合う
239,center,中心
240,role,役割
241,restaurant,レストラン
242,company,会社
243,feature,特徴
244,approach,近づく
245,meaning,意味
246,topic,話題
247,measure,測る
248,challenge,挑戦する
249,force,強いる
250,advantage,有利
251,recognize,認める
252,drop,一滴
253,exactly,正確に
254,cover,覆う
255,complete,完成する
256,instance,(実)例
257,style,様式
258,kid,子供
259,modern,現代の
260,apply,申し込む
261,alone,ひとりで
262,focus,焦点
263,trip,旅行
264,miss,逃す
265,prefer,〜の方を好む
266,data,資料
267,compare,比較する
268,return,返す
269,prepare,準備する
270,suppose,想像する
271,factor,要因
272,individual,個々の
273,member,会員
274,community,共同体
275,meeting,集会
276,imagine,想像する
277,physical,肉体の
278,effort,努力
279,top,最上部
280,thought,考え
281,couple,夫婦
282,field,畑
283,air,空気
284,express,表現する
285,deal,量
286,variety,多様性
287,method,方法
288,notice,気づく
289,daily,毎日の
290,beginning,始め
291,afraid,恐れて
292,price,値段
293,due,支払われるべき
294,exist,存在する
295,experiment,実験
296,pattern,様式
297,win,勝つ
298,check,照合する
299,personal,個人の
300,weather,天気
301,respect,尊敬
302,unique,独特の
303,contrast,対照
304,internet,インターネット
305,straight,まっすぐな
306,kill,殺す
307,raise,上げる
308,save,救う
309,conduct,行為
310,indicate,指し示す
311,claim,主張する
312,rule,規則
313,perform,実行する
314,add,加える
315,heart,心臓
316,contribute,貢献する
317,fashion,流行
318,spread,広げる
319,rate,割合
320,distance,距離
321,plant,植える
322,comfortable,快い
323,source,源
324,middle,中間
325,throughout,〜の隅から隅まで
326,author,著者
327,weight,体重
328,original,元の
329,fresh,新鮮な
330,assume,〜だと思う
331,refer,言及する
332,trouble,困難
333,foreign,外国(人)の
334,introduce,紹介する
335,enter,入る
336,determine,決定する
337,die,死ぬ
338,respond,応答する
339,maintain,維持する
340,account,説明する
341,advice,忠告
342,program,番組
343,size,大きさ
344,current,現在の
345,expensive,高価な
346,control,支配
347,detail,詳細
348,advance,進歩
349,image,像
350,degree,程度
351,contact,接触
352,convenient,便利な
353,means,手段
354,complex,複雑な
355,character,特徴
356,psychology,心理学
357,impact,衝撃
358,touch,接触
359,aspect,局面
360,shape,形
361,prove,証明する
362,hurt,傷つける
363,demand,要求
364,fail,失敗する
365,survey,調査
366,heavy,重い
367,record,記録
368,strange,変わった
369,message,伝言
370,lie,横たわる
371,mention,言及する
372,memory,記憶
373,crowd,群集
374,medical,医学の
375,immediately,直ちに
376,principle,原理
377,protect,保護する
378,hide,隠す
379,energy,エネルギー
380,standard,基準
381,customer,客
382,decade,10年間
383,despite,〜にもかかわらず
384,indeed,本当に
385,voice,声
386,tired,疲れた
387,wide,広い
388,combine,結合させる
389,writer,作家
390,deep,深い
391,careful,注意深い
392,education,教育
393,attitude,態度
394,single,個々の
395,paragraph,段落
396,range,範囲
397,huge,巨大な
398,exercise,練習
399,success,成功
400,satisfy,満足させる
401,survive,生き残る
402,remind,〜に思い出させる
403,professor,教授
404,sale,販売
405,corner,角
406,traffic,交通
407,exchange,交換する
408,participate,参加する
409,art,芸術
410,handle,扱う
411,weekend,週末
412,adapt,適合させる
413,gradually,徐々に
414,loss,失うこと
415,attract,引き付ける
416,recommend,推薦する
417,ordinary,普通の
418,appreciate,感謝する
419,positive,積極的な
420,highly,大いに
421,task,任務
422,access,出入り[利用・接近]する方法[手段]
423,angry,怒った
424,attend,出席する
425,inside,〜の中に
426,essential,不可欠な
427,surface,表面
428,audience,聴衆
429,collect,集める
430,function,機能
431,correct,正しい
432,option,選択(権)
433,communicate,伝える
434,speech,演説
435,gift,才能
436,seat,座席
437,brain,脳
438,rely,頼みにする
439,citizen,市民
440,abroad,海外へ(で)
441,series,連続
442,draw,描く
443,achieve,達成する
444,trend,傾向
445,invite,招待する
446,sign,掲示
447,waste,浪費
448,pull,引っ張る
449,career,職業
450,wish,望む
451,unite,結合させる
452,desease,病気
453,overall,全部の
454,neither,どちらも〜でない
455,project,計画
456,hang,吊るす
457,concept,概念
458,serve,(飲食物を)出す
459,associate,連想する
460,climb,登る
461,mark,点数
462,date,日取り
463,species,種(しゅ)
464,potential,可能性のある
465,search,捜索する
466,doubt,疑い
467,atmosphere,大気
468,pair,一組
469,define,定義する
470,select,選ぶ
471,ahead,前方に
472,regard,心づかい
473,ignore,無視する
474,stress,重圧
475,fear,恐れる
476,negative,消極的な
477,heat,熱
478,south,南
479,strength,力
480,land,土地
481,war,戦争
482,note,メモ
483,goal,目標
484,excuse,言い訳する
485,hit,打つ
486,replace,取って代わる
487,economic,経済(上)の
488,estimate,見積もる
489,mental,精神的な
490,item,項目
491,prevent,妨げる
492,aware,気づいて
493,magazine,雑誌
494,wild,野生の
495,safety,安全
496,promote,促進する
497,dress,着せる
498,suffer,苦しむ
499,object,対象
500,reflect,反射する
501,nation,国家
502,market,市場
503,impossible,不可能な
504,wife,妻
505,besides,〜の他に
506,flight,飛行便
507,balance,釣り合い
508,hardly,ほとんど〜ない
509,greatly,大いに
510,ancient,古代の
511,flow,流れ
512,match,似合う
513,supply,供給
514,machine,機械
515,worth,〜の価値がある
516,push,押す
517,pack,(ひと)包み
518,resource,資源
519,planet,惑星
520,vast,広大な
521,observe,観察する
522,previous,以前の
523,fix,修理する
524,bright,明るく輝く
525,normal,標準の
526,site,用地
527,repeat,繰り返す
528,shock,衝撃
529,model,型
530,adopt,採用する
531,tough,丈夫な
532,evidence,証拠
533,childhood,子供時代
534,copy,複写
535,calm,穏やかな
536,imply,ほのめかす
537,bother,悩ませる
538,expert,専門家
539,nervous,神経質な
540,bill,紙幣
541,weak,弱い
542,slow,遅い
543,article,記事
544,sort,種類
545,tour,旅行
546,museum,博物館
547,visitor,客
548,cheap,安い
549,block,街区
550,establish,設立する
551,growth,成長
552,nevertheless,それでもなお
553,text,本文
554,pleasure,楽しみ
555,divide,分ける
556,ideal,理想的な
557,seek,捜し求める
558,theory,理論
559,male,男性
560,decline,断る
561,complain,不平を言う
562,taste,〜の味がする
563,regular,規則正しい
564,succeed,継承する
565,neighbor,隣人
566,treat,扱う
567,laugh,笑う
568,interview,会見
569,moreover,その上
570,law,法
571,singnificant,重要な
572,policy,政策
573,escape,逃亡
574,obvious,明らかな
575,twice,2倍
576,mix,混ぜる
577,usual,いつもの
578,native,出生地の
579,sharp,鋭い
580,perfect,完全な
581,demonstrate,論証[証明]する
582,reveal,暴露する
583,rock,岩
584,hate,憎む
585,struggle,苦闘
586,pround,誇り高い
587,device,装置
588,opposite,反対(側)の
589,region,地域
590,position,位置
591,root,根
592,specific,具体的な
593,desire,(強く)望む
594,otherwise,さもないと
595,closely,綿密に
596,beauty,美
597,temperture,温度
598,fit,合う
599,habit,習慣
600,fight,戦う
601,destination,目的地
602,damage,損害を与える
603,impression,印象
604,background,背景
605,trade,取引
606,vegetable,野菜
607,smell,(〜の)臭いがする
608,paint,絵を描く
609,stretch,伸びる
610,preserve,保存する
611,commercial,宣伝広告
612,quiet,静かな
613,extemd,伸ばす
614,aid,援助
615,hospital,病院
616,theme,主題
617,patient,忍耐強い
618,direct,直接の
619,board,食事
620,illustrate,図解する
621,tool,道具
622,element,要素
623,civilization,文明
624,worse,もっと悪い
625,symbol,象徴
626,capacity,(収容)能力
627,husband,夫
628,announce,発表する
629,boss,上司
630,income,収入
631,factory,工場
632,transport,交通機関
633,structure,構造(物)
634,hurry,急ぐ
635,aim,狙う
636,surround,囲む
637,telephone,電話
638,suit,似合う
639,journey,旅
640,press,新聞
641,secret,秘密
642,phrase,言い回し
643,manner,作法
644,western,西の
645,confuse,混乱[混同]させる
646,chemical,化学の
647,harm,害
648,apart,少し離れて
649,climate,気候
650,tie,結束
651,movement,運動
652,cash,現金
653,tradition,伝統
654,warn,警告する
655,display,展示
656,sudden,突然の
657,consist,〜から成る
658,bear,我慢する
659,talent,才能
660,female,女性
661,schedule,予定表
662,repair,修理
663,generation,世代
664,eliminate,除去する
665,disappear,見えなくなる
666,remove,除去する
667,mine,鉱山
668,borrow,借りる
669,belong,(所)属する
670,explore,探検する
671,meal,食事
672,attack,攻撃
673,pain ,痛み
674,constant,一定の
675,plenty,豊富
676,quick,すばやい
677,stick,棒
678,noise,騒音
679,charge,料金
680,favor,好意
681,ocean,大洋
682,instruction,指示
683,cell,細胞
684,burn,燃える
685,examine,調査する
686,reply,返事する
687,graduate,卒業する
688,track,小道
689,acadeimc,学問的な
690,efficient,有能な
691,forest,森林
692,sentence,文
693,engage,従事する
694,none,誰も[何一つ]〜ない
695,hole,穴
696,upset,ひっくり返す
697,arrival,到着
698,race,人種
699,percerive,〜だと気づく
700,insect,昆虫
701,enable,可能にする
702,dish,料理
703,consumer,消費者
704,ship,船
705,address,住所
706,resident,居住者
707,leaf,葉
708,fee,料金
709,smart,利口な
710,dry,乾く
711,publish,出版する
712,destroy,破壊する
713,political,政治的な
714,count,(数を)数える
715,confident,確信して
716,quantity,量
717,settle,解決する
718,island,島
719,invent,発明する
720,locate,位置する
721,rare,稀な
722,sweet,甘い
723,volume,量
724,investigate,調査する
725,comment,論評する
726,scale,規模
727,phenomenon,現象
728,lay,横たえる
729,gas,ガス
730,equal,等しい
731,asleep,眠って
732,path,通路
733,mostly,大部分
734,cross,横切る
735,title,表題
736,afford,〜する余裕がある
737,circumstance,事情
738,link,つなぐ
739,length,長さ
740,independent,独立している
741,private,私的な
742,elderly,年配の
743,honest,正直な
744,route,道
745,bank,銀行
746,surely,きっと
747,helpful,役に立つ
748,luck,運
749,birth,誕生
750,appeal,訴える
751,screen,画面
752,round,〜の周りに
753,construct,建てる
754,excellent,優秀な
755,encounter,〜に(偶然)出会う
756,bite,噛む
757,decrease,減少
758,feed,餌を与える
759,relax,くつろぐ
760,shame,恥
761,organize,組織化する
762,earn,稼ぐ
763,except,〜を除いて
764,edge,縁
765,throw,投げる
766,judge,裁判官
767,smooth,滑らかな
768,dollar,ドル
769,thick,濃い
770,guide,案内者
771,trust,信頼
772,threat,脅迫
773,broad,(幅)広い
774,operate,操作する
775,domestic,国内の
776,equipment,設備
777,map,地図
778,industry,産業
779,exhibit,展示品
780,gathering,集める
781,wood,材木
782,emerge,出てくる
783,arrange,〜の手はずを整える
784,nor,〜もまた〜ない
785,marry,(〜と)結婚する
786,empty,空の
787,beach,浜辺
788,bottom,底
789,distinguish,区別する
790,appointment,約束
791,hungry,飢えた
792,nearby,近くの
793,employ,雇用する
794,rush,突進する
795,loose,ゆるんだ
796,extra,余分な
797,double,2倍の
798,section,部分
799,classical,古典の
800,extreme,極端な
801,outcome,成果
802,crop,収穫高
803,conclude,〜と結論を下す
804,document,文書
805,countryside,田舎
806,accurate,正確な
807,pride,誇り
808,plain,質素な
809,capital,首都
810,meanwhile,その間に
811,ceclebrate,祝う
812,alternative,代わりの
813,colleague,同僚
814,annual,年1回の
815,theater,劇場
816,vision,視力
817,stuff,もの
818,adjust,調節する
819,progress,進歩
820,initial,頭文字
821,compete,競争する
822,perspective,見通し
823,disappoint,失望[がっかり]させる
824,interaction,相互作用
825,pose,〜を引き起こす
826,whereas,ところが(事実は)
827,occasion,場合
828,notion,考え、概念
829,profit,利益
830,conscious,意識している
831,praise,賞賛
832,transform,変形させる
833,expand,広げる
834,revolution,革命
835,devote,捧げる
836,teenager,10代
837,apparent,明らかな
838,soil,土
839,admit,認める
840,insist,主張する
841,novel,小説
842,aside,別に
843,coast,海岸
844,obtain,手に入れる
845,spot,地点
846,shift,交替
847,regret,後悔する
848,resist,抵抗する
849,household,家庭
850,happiness,幸せ
851,fire,火事
852,deliver,配達する
853,fairly,公平に
854,autuority,権威
855,credit,信用
856,row,列
857,prossess,所有する
858,outdoor,戸外の
859,fiction,作り話
860,quit,やめる
861,overcome,〜に打ち勝つ
862,badly,ひどく
863,purchase,購入
864,lecture,講義
865,injure,傷つける
866,arise,発生する
867,worldwide,世界的な[に]
868,cosequence,結果
869,rapid,速い
870,staff,職員
871,diet,食事
872,kingdom,王国
873,debate,討論
874,declare,宣言する
875,blood,血
876,sensitive,敏感な
877,identity,身元
878,pollution,汚染
879,attach,くっつける
880,discount,値引き
881,volunteer,志願者
882,delay,遅らせる
883,crash,衝突
884,muscle,筋肉
885,photograph,写真
886,numerous,多数の
887,frame,枠
888,facility,設備
889,tiny,ちっぽけな
890,print,印刷する
891,architecture,建築(様式)
892,merely,ただ
893,loud,大声の
894,delicious,おいしい
895,raw,生の
896,urban,都会の
897,chat,おしゃべりする
898,fan,ファン
899,curious,好奇心の強い
900,latter,校舎の
901,grant,許可する
902,senior,年上の
903,analyze,分析する
904,crucial,決定的な
905,smoke,煙草をすう
906,circle,輪
907,host,主人
908,suqare,正方形
909,disturb,乱す
910,scream,金切り声をあげる
911,evolution,進化(論)
912,rank,等級
913,distinction,区別
914,nurse,看護師
915,concentrate,集中[傾注]する
916,pour,注ぐ
917,ingredient,成分
918,entirely,全く
919,landscape,景色
920,thin,ほっそりした
921,ancestor,先祖
922,submit,提出する
923,abstract,抽象的な
924,virtually,事実上
925,status,地位
926,custom,習慣
927,react,反応する
928,relative,親戚
929,clothing,衣類
930,intend,(〜する)つもりである
931,terrible,ひどい
932,ring,鳴らす
933,mobile,動きやすい
934,overseas,海外へ
935,compose,構成する
936,ought,〜すべきである
937,trap,わな
938,flexible,柔軟な
939,friendly,親しい
940,security,安全保障
941,expose,さらす
942,reject,拒絶する
943,recall,呼び戻す
944,predict,予言する
945,sheet,(薄いものの)1枚
946,forever,永久に
947,stable,安定した
948,tear,涙
949,department,部門
950,reward,報酬
951,poverty,貧困
952,primary,初等の
953,treasure,宝物
954,instrument,道具
955,breath,呼吸
956,disaster,災害
957,cycle,周期
958,desert,砂漠
959,religion,宗教
960,wave,振る
961,fuel,燃料
962,persuade,説得する
963,conference,会議
964,wet,湿った
965,financial,財政上の
966,score,成績
967,artificial,人工の
968,furniture,家具
969,proportion,割合
970,wander,歩き回る
971,relief,安心
972,fundamental,基本の
973,sight,見ること
974,anxious,心配な
975,former,以前の
976,trick,策略
977,shine,輝く
978,ill,病気で
979,promise,約束
980,slight,わずかな
981,nest,巣
982,biology,生物学
983,strategy,戦略
984,cancer,癌
985,responsible,責任がある
986,dead,死んだ
987,refuse,拒絶する
988,solid,固体
989,considerable,かなりの
990,chart,図表
991,context,(文章の)前後関係
992,absorb,吸収する
993,peak,頂上
994,component,部品
995,assignment,宿題
996,spirit,精神
997,media,マスメディア
998,generous,寛大な
999,hesitate,ためらう
1000,award,与える
1001,philosophy,哲学
1002,stream,流れ
1003,tone,調子
1004,farmer,農場主
1005,remote,遠く離れた
1006,convince,確信させる
1007,brief,手短かな
1008,crisis,危機
1009,leather,革
1010,budget,予算
1011,clever,利口な
1012,recover,回復する
1013,imitate,まねる
1014,junior,年少の
1015,branch,支店
1016,via,〜経由で
1017,vehicle,乗り物
1018,slip,(うっかり)すべる
1019,code,暗号
1020,fat,太った
1021,largely,主として
1022,knock,たたく
1023,committee,委員会
1024,vital,極めて重要な
1025,priority,優先(権)
1026,wake,目を覚ます
1027,mood,気分
1028,crime,犯罪
1029,logic,論理
1030,proper,固有の
1031,electric,電気の
1032,enormous,巨大な
1033,plate,平皿
1034,minor,小さい方の
1035,excited,興奮した
1036,fond,好きで
1037,property,財産
1038,toy,おもちゃ
1039,anniversary,(毎年の)記念日
1040,pool,プール
1041,prize,賞
1042,storm,嵐
1043,wedding,結婚式
1044,alive,生きている
1045,hunt,狩りをする
1046,approximately,およそ
1047,frighten,怖がらせる
1048,calculate,計算する
1049,mass,かたまり
1050,category,範疇
1051,insult,侮辱する
1052,battle,戦い
1053,willing,〜するのをいとわない
1054,border,境界
1055,contemporary,現代の
1056,northern,北の
1057,conflict,衝突
1058,opponent,相手
1059,literature,文学
1060,bark,吠える
1061,tape,細ひも
1062,awful,ひどい
1063,release,放つ
1064,visual,視覚の
1065,midnight,真夜中
1066,label,〜に張り紙[付箋]をする
1067,stair,階段
1068,interpret,通訳する
1069,tax,税金
1070,shy,内気な
1071,superior,より優れた
1072,grass,草
1073,tank,水槽
1074,wealth,富裕
1075,sail,航海する
1076,propose,提案する
1077,strict,厳しい
1078,alter,変える
1079,stole,盗む
1080,yell,大声があげる
1081,zone,(指定)地区
1082,eastern,東の
1083,height,高さ
1084,found,設立する
1085,confirm,確かめる
1086,golve,手袋
1087,metal,金属
1088,musician,音楽家
1089,narrow,狭い
1090,mammal,哺乳動物
1091,steel,鋼鉄
1092,nod,うなずく
1093,legal,合法的な
1094,rid,取り除く
1095,admire,感心する
1096,victim,犠牲者
1097,post,郵便
1098,click,カチッという音がする
1099,breed,飼育する
1100,soldier,兵士
1101,emotion,感情
1102,spill,こぼす
1103,lovely,かわいらしい
1104,coat,外套
1105,cope,対処する
1106,sympathy,同情
1107,shut,閉める
1108,silent,静かな
1109,laboratory,実験室
1110,dirty,汚れた
1111,distract,そらす
1112,restrict,制限する
1113,nuclear,核の
1114,partner,仲間
1115,routine,決まりきった仕事
1116,giant,巨大な
1117,soul,魂
1118,target,標的
1119,shell,貝
1120,severe,厳しい
1121,faith,信頼
1122,victory,勝利
1123,roof,屋根
1124,beat,打つ
1125,institution,施設
1126,precise,正確な
1127,capture,捕える
1128,lawn,芝生
1129,captain,主将
1130,monitor,モニターする
1131,casual,何気ない
1132,permit,許す
1133,pursue,追求する
1134,gap,隔たり
1135,scene,現場
1136,bone,骨
1137,commit,犯す
1138,reputation,評判
1139,rent,賃借する
1140,false,偽の
1141,internal,内部の
1142,error,誤り
1143,peace,平和
1144,grand,壮大な
1145,bury,埋める
1146,mild,穏やかな
1147,sweat,汗
1148,resolve,決める
1149,president,社長
1150,advertise,広告する
1151,twin,ふたごの
1152,intelligence,知能
1153,oxygen,酸素
1154,sink,沈む
1155,lift,持ち上げる
1156,witness,目撃する
1157,genetic,遺伝子の
1158,chase,追跡[追撃]する
1159,joy,喜び
1160,unit,単位
1161,web,網
1162,dig,掘る
1163,urge,駆りたてる[せきたてる]
1164,instinct,本能
1165,precious,貴重な
1166,clerk,事務員
1167,pretend,〜のふりをする
1168,immigrant,移民
1169,shelter,避難所
1170,interrupt,さえぎる
1171,burden,重荷
1172,mail,郵便(物)
1173,headache,頭痛
1174,assist,助ける
1175,slave,奴隷
1176,shoot,撃つ
1177,strike,襲う
1178,panel,審査員団
1179,flat,平らな
1180,ethnic,少数民族の
1181,rescue,救出する
1182,feather,羽毛
1183,welfare,福祉
1184,pace,歩調
1185,blow,吹く
1186,band,一隊
1187,mad,気の狂った
1188,swinf,揺れる
1189,mathmatics,数学
1190,guy,やつ
1191,maximum,最大の
1192,lock,錠をかける
1193,glance,ちらっと見る
1194,withdraw,引き出す
1195,pause,小休止する
1196,coach,(長距離)バス
1197,drug,麻薬
1198,permanent,永久に
1199,instant,即時
1200,steady,しっかりした
1201,boil,沸かす
1202,diversity,多様性
1203,tribe,部族
1204,universe,宇宙
1205,fossil,化石
1206,inform,知らせる
1207,cure,治療
1208,rough,粗い
1209,executive,管理職
1210,insurance,保険(金)
1211,harmony,調和
1212,flag,旗
1213,labor,労働
1214,crew,乗務員
1215,proof,証拠
1216,reserve,予約する
1217,entertain,楽しませる
1218,poison,毒薬を入れる
1219,inspire,鼓舞する
1220,polite,礼儀正しい
1221,dye,染料
1222,translate,翻訳する
1223,courage,勇気
1224,continent,大陸
1225,eager,熱望して
1226,leap,跳ねる
1227,capable,〜の力のある
1228,lane,車線
1229,interfere,干渉する
1230,essay,随筆
1231,bond,きずな
1232,fund,資金
1233,pale,青白い
1234,horrible,恐ろしい
1235,quarter,4分の1
1236,correspond,対応する
1237,accompany,〜と同行する
1238,lonely,孤独な
1239,trunk,幹
1240,mechanical,機械の
1241,contract,契約
1242,luxury,贅沢(品)
1243,wire,針金
1244,awake,目が覚める
1245,roll,転がす
1246,brave,勇敢な
1247,ceremony,儀式
1248,enemy,敵
1249,incident,出来事
1250,equivalent,同等の
1251,chest,胸
1252,tip,ちょっとした忠告
1253,wound,傷つける
1254,discipline,訓練
1255,crack,裂ける
1256,profession,(専門的)職業
1257,mission,使命
1258,suifficient,十分な
1259,gender,(人の)性
1260,honor,名誉
1261,tragedy,悲劇
1262,vote,投票
1263,sake,目的
1264,boundary,境界線
1265,court,法廷
1266,belt,帯
1267,approve,是認する
1268,contrary,反対
1269,defeat,負かす
1270,zoo,動物園
1271,master,主人
1272,guard,守る
1273,owe,〜に借りがある
1274,fellow,やつ
1275,depression,意気消沈
1276,parallel,平行した
1277,dialogue,対話
1278,dust,ほこり
1279,trial,裁判
1280,acknowledge,(事実であると)認める
1281,command,命令
1282,march,行進する
1283,request,要請する
1284,suspect,疑う
1285,float,浮く
1286,adventure,冒険
1287,shake,振る
1288,restore,回復する
1289,merchant,商人
1290,broadcast,放送
1291,alike,同様で
1292,manufacture,製造する
1293,twist,ねじる
1294,deny,否定する
1295,folk,民族
1296,magic,魔法
1297,agent,代理人
1298,fur,毛
1299,grateful,感謝している
1300,angle,角度
1301,disorder,乱雑
1302,lazy,怠惰な
1303,flood,洪水
1304,alarm,警報
1305,genius,天才
1306,upper,上部の
1307,satellite,衛星
1308,statue,像
1309,ecology,生態(学)
1310,duty,義務
1311,myth,神話
1312,divorce,離婚
1313,occupy,占有する
1314,mess,混乱
1315,odd,奇妙な
1316,tension,緊張(状態)
1317,primitive,原始的な
1318,summit,頂上
1319,mystery,神秘
1320,channel,海峡
1321,wage,賃金
1322,cattle,牛
1323,commute,通勤する
1324,motion,運動
1325,sorrow,悲しみ
1326,load,積む
1327,crazy,狂気の
1328,clip,クリップで留める
1329,debt,借金
1330,jam,混雑
1331,democracy,民主主義
1332,import,輸入
1333,spare,割く
1334,enthusiasm,熱中
1335,seed,種
1336,innocent,無罪の
1337,defend,防ぐ
1338,protest,抗議
1339,bore,うんざりさせる
1340,punish,罰する
1341,temple,寺
1342,random,任意の
1343,convey,伝える
1344,fancy,手の込んだ
1345,file,ファイル
1346,moral,道徳
1347,deserve,〜に値する
1348,classify,分類する
1349,acquire,取得する
1350,transfer,乗り換える
1351,abandon,やめる
1352,version,〜版
1353,stimulate,刺激する
1354,review,見直し
1355,fascinating,魅力的な
1356,detective,探偵
1357,retire,引退する
1358,grammar,文法
1359,blame,とがめる
1360,exclude,締め出す
1361,pray,祈る
1362,complicated,複雑な
1363,statistics,統計(学)
1364,globe,球体
1365,pan,平鍋
1366,violence,暴力
1367,multiple,多数の
1368,liquid,液体
1369,romantic,空想的な
1370,guarantee,保証(書)
1371,cite,引用する
1372,decent,見苦しくない
1373,fantasy,空想
1374,scared,おびえた
1375,remark,言う
1376,emphasis,強調
1377,tap,軽くたたく
1378,impose,〜を課す
1379,glow,紅潮する
1380,obstacle,障害
1381,tropical,熱帯の
1382,curve,曲線
1383,barrier,障害
1384,split,裂く
1385,firm,堅い
1386,nowadays,今日では
1387,bend,曲がり
1388,hire,借りる
1389,castle,城
1390,sacred,神聖な
1391,pile,〜の山
1392,bet,賭ける
1393,ultimate,最終の
1394,sacrifice,犠牲にする
1395,cage,おり
1396,coal,石炭
1397,sample,見本
1398,manual,手の
1399,concrete,具体的な
1400,gear,歯車
1401,grab,ひっつかむ
1402,fate,運命
1403,drag,引きずる
1404,disable,無効にする
1405,steam,蒸気
1406,dentist,歯科医
1407,era,時代
1408,journalist,報道記者
1409,toilet,トイレ
1410,charm,魅力がある
1411,motivate,〜にやる気を起こさせる
1412,automatic,自動の
1413,ashamed,恥じている
1414,pity,哀れみ
1415,register,登録する
1416,prospect,見込み
1417,village,村
1418,yield,生む
1419,rival,好敵手
1420,drift,大勢
1421,promptly,きっかり
1422,youth,若さ
